"","Sesso","Anziano/a","Partner","Persone a carico","Durata del rapporto","Servizio telefonico","Linee multiple","Servizio Internet","Sicurezza online","Backup online","Protezione device","Assistenza tecnica","StreamingTV","StreamingMovies","Termine del contratto","Fatturazione elettronica","Metodo di pagamento","Addebito mensile","Addebito totale","Churn"
"6525","Uomo","No","No","Si",10,"Si","Si","fibra ottica","No","No","No","No","Si","Si","mese per mese","No","assegno elettronico",95.2,930.4,"Si"
"6526","Uomo","No","Si","Si",55,"Si","No","No","No","No","No","No","No","No","due anni","No","assegno per posta",20.5,1177.95,"No"
"6527","Uomo","No","No","Si",49,"Si","Si","fibra ottica","No","No","No","Si","Si","Si","un anno","Si","bonifico bancario (automatico)",100.6,5069.65,"Si"
"6528","Uomo","No","Si","Si",6,"Si","No","DSL","No","Si","Si","No","No","No","mese per mese","Si","assegno per posta",55.3,324.25,"Si"
"6529","Uomo","No","Si","Si",70,"Si","No","No","No","No","No","No","No","No","due anni","No","carta di credito (automatico)",20.35,1458.1,"No"
"6530","Uomo","Si","No","No",2,"Si","Si","fibra ottica","No","No","No","No","No","No","mese per mese","Si","assegno per posta",74.85,156.4,"Si"
"6531","Uomo","Si","Si","No",63,"No","No","DSL","Si","No","No","Si","No","No","un anno","No","bonifico bancario (automatico)",36.1,2298.9,"No"
"6532","Donna","No","No","No",25,"Si","No","DSL","No","Si","No","Si","No","Si","mese per mese","Si","bonifico bancario (automatico)",65.8,1679.65,"No"
"6533","Donna","Si","No","No",18,"Si","No","No","No","No","No","No","No","No","un anno","No","bonifico bancario (automatico)",20.35,369.6,"No"
"6534","Uomo","Si","Si","No",28,"Si","Si","fibra ottica","No","Si","No","Si","Si","Si","mese per mese","Si","assegno elettronico",105.8,2998,"No"
"6535","Donna","Si","No","No",53,"Si","No","fibra ottica","Si","Si","No","Si","No","Si","un anno","Si","assegno per posta",96.75,5206.55,"No"
"6536","Uomo","No","No","No",35,"Si","No","fibra ottica","No","Si","Si","No","Si","Si","un anno","Si","bonifico bancario (automatico)",102.35,3626.1,"Si"
"6537","Uomo","No","No","No",1,"No","No","DSL","No","No","No","No","No","No","mese per mese","No","assegno per posta",24.4,24.4,"No"
"6538","Uomo","No","Si","No",70,"Si","Si","fibra ottica","Si","Si","Si","Si","Si","Si","un anno","No","carta di credito (automatico)",115.65,7968.85,"Si"
"6539","Uomo","No","No","No",2,"Si","No","fibra ottica","No","No","Si","Si","No","No","mese per mese","Si","assegno elettronico",79.85,152.45,"Si"
"6540","Donna","No","Si","No",26,"Si","No","DSL","No","Si","No","Si","Si","Si","mese per mese","Si","assegno elettronico",73.05,1959.5,"No"
"6541","Donna","No","No","No",34,"Si","No","DSL","Si","Si","No","No","No","Si","un anno","No","assegno elettronico",64.35,2053.05,"No"
"6542","Donna","No","No","Si",19,"Si","No","No","No","No","No","No","No","No","due anni","No","assegno per posta",20.5,398.55,"No"
"6543","Uomo","No","No","No",15,"Si","Si","fibra ottica","No","No","No","No","No","No","mese per mese","Si","assegno per posta",76,1130.85,"Si"
"6544","Donna","No","Si","Si",62,"Si","No","DSL","Si","No","Si","No","No","No","un anno","No","carta di credito (automatico)",54.75,3425.35,"No"
"6545","Donna","Si","No","No",42,"Si","Si","fibra ottica","No","Si","Si","No","Si","Si","mese per mese","Si","bonifico bancario (automatico)",104.75,4323.45,"Si"
"6546","Donna","No","No","No",9,"Si","No","DSL","Si","Si","No","No","Si","Si","mese per mese","Si","assegno elettronico",74.65,703.55,"Si"
"6547","Uomo","No","No","No",24,"Si","No","DSL","Si","No","No","No","No","No","mese per mese","Si","assegno elettronico",51.15,1275.7,"No"
"6548","Uomo","Si","Si","No",68,"No","No","DSL","Si","Si","Si","No","No","No","due anni","Si","assegno elettronico",41.95,2965.75,"No"
"6549","Uomo","No","Si","Si",31,"Si","No","DSL","No","No","Si","Si","No","No","mese per mese","No","assegno per posta",54.35,1647,"No"
"6550","Donna","No","No","No",1,"Si","No","DSL","No","No","No","No","No","Si","mese per mese","Si","assegno elettronico",56.25,56.25,"Si"
"6551","Uomo","No","Si","No",21,"Si","Si","fibra ottica","No","No","Si","Si","Si","Si","mese per mese","Si","assegno elettronico",106.1,2249.95,"Si"
"6552","Donna","No","Si","No",63,"Si","No","fibra ottica","No","Si","No","No","Si","Si","un anno","Si","assegno elettronico",96,6109.75,"No"
"6553","Donna","Si","No","No",2,"Si","No","fibra ottica","No","No","No","No","No","Si","mese per mese","Si","bonifico bancario (automatico)",79.75,159.4,"Si"
"6554","Donna","No","Si","Si",61,"No","No","DSL","No","Si","Si","Si","Si","Si","due anni","Si","bonifico bancario (automatico)",61.45,3751.15,"No"
"6555","Donna","No","No","No",1,"Si","No","fibra ottica","No","No","No","No","No","No","mese per mese","No","assegno elettronico",68.65,68.65,"Si"
"6556","Uomo","No","No","No",18,"Si","No","No","No","No","No","No","No","No","un anno","No","assegno per posta",19.65,411.25,"No"
"6557","Donna","No","Si","Si",6,"Si","No","No","No","No","No","No","No","No","un anno","No","carta di credito (automatico)",19,105.5,"No"
"6558","Donna","No","No","No",33,"Si","Si","fibra ottica","No","Si","No","No","Si","Si","mese per mese","Si","assegno elettronico",100,3320.6,"No"
"6559","Uomo","No","No","No",16,"Si","No","No","No","No","No","No","No","No","mese per mese","No","bonifico bancario (automatico)",20.25,327.45,"Si"
"6560","Donna","No","Si","No",56,"Si","No","fibra ottica","No","No","Si","Si","Si","Si","mese per mese","Si","assegno elettronico",98.7,5669.5,"No"
"6561","Uomo","No","No","Si",23,"Si","No","No","No","No","No","No","No","No","un anno","No","assegno per posta",19.8,465.45,"No"
"6562","Uomo","No","No","No",9,"Si","No","fibra ottica","No","No","Si","No","No","No","mese per mese","Si","assegno elettronico",73.8,704.3,"No"
"6563","Donna","Si","Si","No",14,"Si","Si","fibra ottica","No","Si","No","No","Si","Si","mese per mese","Si","assegno elettronico",100.2,1369.8,"Si"
"6564","Uomo","No","Si","Si",15,"Si","Si","fibra ottica","No","No","No","No","No","No","mese per mese","Si","bonifico bancario (automatico)",74.9,1107.25,"Si"
"6565","Uomo","No","No","No",5,"Si","No","No","No","No","No","No","No","No","mese per mese","No","carta di credito (automatico)",20.05,95.55,"No"
"6566","Uomo","No","Si","No",61,"Si","Si","fibra ottica","Si","Si","No","No","Si","Si","mese per mese","Si","assegno elettronico",106.2,6375.2,"No"
"6567","Uomo","No","Si","Si",70,"Si","Si","fibra ottica","Si","Si","Si","Si","Si","Si","due anni","Si","carta di credito (automatico)",116.55,8152.3,"No"
"6568","Uomo","No","No","No",15,"Si","Si","fibra ottica","Si","No","No","No","Si","Si","mese per mese","Si","assegno elettronico",99.7,1566.75,"No"
"6569","Uomo","No","Si","Si",8,"Si","No","No","No","No","No","No","No","No","due anni","No","assegno per posta",19.7,130.25,"No"
"6570","Donna","No","Si","Si",8,"Si","No","No","No","No","No","No","No","No","due anni","No","assegno per posta",19.5,162.15,"No"
"6571","Donna","No","No","No",4,"No","No","DSL","Si","No","No","No","No","No","mese per mese","Si","assegno per posta",29.15,110.05,"No"
"6572","Donna","No","No","No",34,"Si","No","DSL","Si","Si","No","No","No","No","un anno","No","assegno per posta",55,1885.15,"No"
"6573","Uomo","No","Si","No",68,"Si","Si","DSL","Si","Si","Si","Si","Si","Si","due anni","Si","carta di credito (automatico)",90.8,6302.85,"No"
"6574","Donna","No","Si","Si",45,"No","No","DSL","No","Si","Si","Si","No","Si","un anno","No","bonifico bancario (automatico)",51,2264.5,"No"
"6575","Donna","Si","No","No",9,"Si","Si","fibra ottica","No","No","Si","No","Si","No","mese per mese","Si","assegno elettronico",90.1,816.8,"No"
"6576","Donna","No","No","No",22,"Si","Si","DSL","Si","No","No","Si","No","No","mese per mese","Si","assegno per posta",59.05,1253.5,"No"
"6577","Donna","No","No","No",2,"Si","No","No","No","No","No","No","No","No","mese per mese","No","assegno per posta",20.3,41.2,"No"
"6578","Uomo","No","Si","No",70,"Si","Si","DSL","No","Si","Si","Si","Si","No","due anni","No","bonifico bancario (automatico)",72.95,5265.55,"No"
"6579","Donna","No","No","Si",10,"Si","Si","DSL","Si","No","Si","Si","No","Si","un anno","No","carta di credito (automatico)",73.55,693.3,"No"
"6580","Uomo","No","No","No",72,"Si","Si","DSL","Si","No","Si","Si","Si","Si","due anni","No","carta di credito (automatico)",84.3,5997.1,"No"
"6581","Donna","No","Si","Si",49,"Si","No","DSL","No","Si","Si","No","Si","Si","un anno","No","carta di credito (automatico)",78,3824.2,"No"
"6582","Donna","Si","No","No",54,"Si","Si","DSL","No","Si","No","Si","Si","No","un anno","No","assegno per posta",72.1,3886.05,"No"
"6583","Donna","No","No","No",71,"Si","Si","fibra ottica","Si","Si","Si","No","Si","Si","due anni","Si","carta di credito (automatico)",106.75,7283.25,"No"
"6584","Donna","No","No","No",22,"Si","No","No","No","No","No","No","No","No","un anno","Si","assegno per posta",19.25,412.55,"No"
"6585","Donna","No","Si","Si",50,"Si","No","No","No","No","No","No","No","No","due anni","No","carta di credito (automatico)",20.55,1070.25,"No"
"6586","Donna","No","Si","Si",43,"Si","No","No","No","No","No","No","No","No","un anno","No","assegno per posta",20,817.95,"No"
"6587","Donna","No","Si","Si",45,"Si","Si","No","No","No","No","No","No","No","due anni","Si","carta di credito (automatico)",24.65,1171.3,"No"
"6588","Uomo","Si","No","No",64,"Si","Si","fibra ottica","Si","Si","No","No","Si","Si","mese per mese","Si","bonifico bancario (automatico)",103.5,6548.65,"No"
"6589","Donna","No","Si","Si",23,"Si","Si","No","No","No","No","No","No","No","due anni","No","assegno per posta",23.85,625.65,"No"
"6590","Donna","No","Si","No",68,"Si","Si","No","No","No","No","No","No","No","due anni","No","carta di credito (automatico)",25.8,1911.5,"No"
"6591","Donna","No","No","No",1,"Si","No","fibra ottica","No","No","No","No","No","No","mese per mese","Si","assegno elettronico",70.85,70.85,"Si"
"6592","Uomo","No","No","No",2,"Si","No","fibra ottica","No","No","No","No","No","No","mese per mese","Si","carta di credito (automatico)",69.8,134.7,"Si"
"6593","Uomo","No","No","No",26,"Si","No","DSL","No","No","No","Si","Si","No","un anno","No","carta di credito (automatico)",59.45,1507,"No"
"6594","Uomo","No","Si","No",55,"No","No","DSL","No","No","Si","Si","Si","Si","mese per mese","Si","bonifico bancario (automatico)",54.55,2978.3,"Si"
"6595","Uomo","No","No","No",14,"Si","No","No","No","No","No","No","No","No","mese per mese","Si","assegno elettronico",20.05,299.3,"No"
"6596","Uomo","No","Si","No",71,"Si","No","DSL","Si","No","Si","Si","Si","Si","due anni","Si","assegno elettronico",82.55,5832.65,"No"
"6597","Uomo","No","No","No",64,"Si","Si","DSL","Si","Si","Si","Si","Si","No","un anno","No","assegno elettronico",81.25,5567.55,"No"
"6598","Donna","No","No","No",7,"Si","No","DSL","No","No","No","Si","Si","Si","mese per mese","Si","carta di credito (automatico)",70.75,450.8,"Si"
"6599","Donna","No","No","No",57,"Si","No","DSL","Si","Si","Si","Si","Si","No","due anni","Si","carta di credito (automatico)",74.3,4166.35,"No"
"6600","Donna","No","Si","No",13,"Si","Si","fibra ottica","No","Si","Si","No","Si","No","mese per mese","No","assegno elettronico",94.1,1215.6,"Si"
"6601","Donna","No","Si","Si",3,"No","No","DSL","Si","No","No","No","No","No","mese per mese","No","carta di credito (automatico)",29.7,91.7,"Si"
"6602","Uomo","Si","Si","No",72,"Si","Si","fibra ottica","No","Si","Si","Si","Si","Si","due anni","No","carta di credito (automatico)",109.7,7898.45,"No"
"6603","Donna","No","Si","Si",40,"Si","Si","fibra ottica","No","Si","Si","No","Si","No","mese per mese","Si","carta di credito (automatico)",96.35,3915.4,"No"
"6604","Uomo","No","Si","No",14,"Si","Si","DSL","No","No","No","Si","Si","No","mese per mese","Si","carta di credito (automatico)",66.6,979.5,"No"
"6605","Uomo","No","Si","Si",2,"Si","No","DSL","No","No","No","No","No","No","mese per mese","Si","assegno elettronico",44.5,90.05,"No"
"6606","Uomo","Si","No","No",66,"Si","Si","fibra ottica","No","Si","Si","Si","Si","Si","un anno","No","carta di credito (automatico)",110.9,7432.05,"Si"
"6607","Donna","No","Si","No",38,"Si","Si","fibra ottica","No","No","Si","Si","Si","Si","mese per mese","Si","assegno elettronico",105,4026.4,"Si"
"6608","Uomo","No","No","Si",1,"No","No","DSL","No","No","No","No","No","No","mese per mese","Si","assegno elettronico",25.3,25.3,"Si"
"6609","Uomo","No","No","No",22,"Si","No","DSL","No","Si","No","Si","No","No","un anno","Si","carta di credito (automatico)",55.15,1193.05,"Si"
"6610","Uomo","No","No","No",1,"Si","No","No","No","No","No","No","No","No","mese per mese","Si","assegno per posta",20.1,20.1,"Si"
"6611","Uomo","No","No","No",5,"Si","No","fibra ottica","No","No","No","No","Si","No","mese per mese","Si","assegno per posta",80.1,398.55,"No"
"6612","Uomo","No","Si","Si",29,"Si","Si","DSL","Si","No","No","Si","Si","No","un anno","No","bonifico bancario (automatico)",69.05,1958.45,"No"
"6613","Uomo","No","Si","Si",1,"Si","No","fibra ottica","No","No","No","No","No","No","mese per mese","Si","assegno per posta",69.9,69.9,"Si"
"6614","Donna","No","No","No",3,"Si","No","No","No","No","No","No","No","No","mese per mese","No","assegno per posta",20.4,63.15,"No"
"6615","Uomo","No","Si","Si",71,"Si","No","No","No","No","No","No","No","No","due anni","No","carta di credito (automatico)",19.7,1301.1,"No"
"6616","Uomo","No","No","Si",9,"Si","No","DSL","No","Si","No","No","No","No","mese per mese","Si","assegno elettronico",50.1,484.05,"No"
"6617","Uomo","No","No","No",43,"Si","Si","fibra ottica","No","Si","No","No","Si","Si","mese per mese","Si","assegno elettronico",101.4,4528,"Si"
"6618","Donna","No","No","No",48,"Si","Si","DSL","Si","Si","Si","No","Si","Si","un anno","Si","carta di credito (automatico)",83.45,3887.85,"No"
"6619","Uomo","No","No","No",26,"Si","Si","fibra ottica","Si","Si","No","No","No","No","mese per mese","Si","carta di credito (automatico)",86.65,2208.75,"No"
"6620","Donna","No","No","No",9,"Si","No","No","No","No","No","No","No","No","mese per mese","No","bonifico bancario (automatico)",20.15,238.15,"No"
"6621","Uomo","No","No","No",1,"Si","No","fibra ottica","No","No","No","No","No","Si","mese per mese","Si","assegno elettronico",80.8,80.8,"Si"
"6622","Donna","No","Si","Si",46,"Si","No","No","No","No","No","No","No","No","due anni","No","carta di credito (automatico)",19.4,958.15,"No"
"6623","Uomo","No","No","No",2,"Si","Si","DSL","No","No","No","No","No","Si","mese per mese","No","bonifico bancario (automatico)",62.05,118.3,"Si"
"6624","Uomo","Si","No","No",1,"Si","Si","fibra ottica","No","No","No","No","No","No","mese per mese","Si","assegno elettronico",76.45,76.45,"Si"
"6625","Uomo","No","Si","Si",64,"No","No","DSL","Si","No","Si","Si","Si","Si","due anni","Si","bonifico bancario (automatico)",60.05,3845.45,"No"
"6626","Donna","Si","No","No",12,"Si","Si","fibra ottica","No","Si","No","No","Si","No","mese per mese","Si","assegno elettronico",91.3,1094.5,"Si"
"6627","Uomo","Si","Si","No",6,"Si","No","fibra ottica","No","No","Si","No","Si","Si","mese per mese","Si","assegno elettronico",95.75,573.75,"Si"
"6628","Donna","No","Si","No",59,"Si","No","No","No","No","No","No","No","No","un anno","No","assegno per posta",20.35,1267,"No"
"6629","Donna","No","No","No",7,"Si","No","fibra ottica","No","Si","No","No","Si","Si","un anno","Si","assegno per posta",94.05,633.45,"No"
"6630","Donna","Si","Si","No",72,"Si","Si","DSL","Si","Si","Si","No","Si","Si","due anni","Si","carta di credito (automatico)",84.1,6129.65,"No"
"6631","Uomo","Si","No","No",16,"Si","No","fibra ottica","No","No","No","No","No","Si","mese per mese","Si","assegno elettronico",78.75,1218.25,"No"
"6632","Uomo","No","Si","No",25,"Si","Si","DSL","No","No","Si","No","No","No","mese per mese","No","carta di credito (automatico)",55.55,1405.3,"No"
"6633","Donna","No","Si","No",34,"Si","Si","DSL","Si","Si","No","Si","No","No","mese per mese","No","assegno elettronico",62.65,2274.9,"Si"
"6634","Donna","No","No","No",1,"Si","Si","fibra ottica","No","No","No","No","No","No","mese per mese","Si","assegno elettronico",74.5,74.5,"Si"
"6635","Donna","No","Si","Si",10,"Si","Si","fibra ottica","No","Si","Si","No","Si","Si","mese per mese","Si","carta di credito (automatico)",102.1,1068.85,"Si"
"6636","Uomo","No","Si","No",24,"Si","No","No","No","No","No","No","No","No","un anno","No","assegno per posta",20.1,533.9,"No"
"6637","Donna","No","Si","Si",10,"Si","Si","DSL","Si","Si","No","No","Si","No","un anno","No","assegno elettronico",70.3,676.15,"No"
"6638","Uomo","No","Si","No",69,"Si","No","DSL","Si","Si","No","No","No","No","un anno","Si","carta di credito (automatico)",53.65,3804.4,"No"
"6639","Uomo","No","No","No",57,"Si","No","No","No","No","No","No","No","No","due anni","No","assegno per posta",20.75,1118.8,"No"
"6640","Uomo","No","Si","Si",50,"Si","No","fibra ottica","No","Si","Si","Si","Si","Si","un anno","Si","bonifico bancario (automatico)",103.4,5236.4,"No"
"6641","Uomo","No","Si","Si",28,"No","No","DSL","Si","No","Si","Si","Si","No","un anno","No","assegno per posta",50.8,1386.8,"No"
"6642","Donna","No","No","No",16,"Si","No","DSL","Si","No","No","No","No","No","mese per mese","Si","assegno elettronico",50.15,762.25,"Si"
"6643","Uomo","No","No","No",25,"Si","No","DSL","Si","Si","No","Si","Si","Si","mese per mese","Si","assegno per posta",79,1902,"No"
"6644","Donna","Si","Si","No",3,"Si","No","fibra ottica","No","Si","No","No","No","No","mese per mese","Si","bonifico bancario (automatico)",74.6,239.05,"No"
"6645","Uomo","No","Si","No",61,"Si","Si","fibra ottica","No","No","No","No","Si","Si","un anno","Si","bonifico bancario (automatico)",96.5,5673.7,"No"
"6646","Donna","No","No","No",2,"Si","No","No","No","No","No","No","No","No","mese per mese","No","assegno per posta",20.1,39.8,"No"
